id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path,image_exists
38606,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Men Printed Boxed White T-shirt,images\38606.jpg,True
4149,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Women Free White Pink Shoe,images\4149.jpg,True
10850,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Wrangler Men Famous Filafil Blue T-Shirts,images\10850.jpg,True
26956,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Jealous 21 Women Black Top,images\26956.jpg,True
30833,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012.0,Ethnic,Fabindia Women Beige Kurta,images\30833.jpg,True
27884,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Scullers For Her Blue Shirt,images\27884.jpg,True
3708,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Classic Polo Men's Navy Grey Stripe T-shirt,images\3708.jpg,True
18665,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013.0,Casual,Fila Men Syncro White Shoes,images\18665.jpg,True
10408,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,United Colors of Benetton Women Solid Black Tops,images\10408.jpg,True
1863,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Inkfruit Men Night Wolf T-shirt,images\1863.jpg,True
59255,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Watch,images\59255.jpg,True
20893,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Basics Men Black Casual Shoes,images\20893.jpg,True
38050,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Digital Watch M119J003Y,images\38050.jpg,True
39182,Women,Apparel,Topwear,Kurtas,Magenta,Summer,2012.0,Ethnic,Aneri Women Magenta & Black Kurta,images\39182.jpg,True
41098,Women,Apparel,Topwear,Tops,Cream,Summer,2012.0,Casual,Allen Solly Woman Cream Top,images\41098.jpg,True
21941,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Casual Black Handbag,images\21941.jpg,True
15348,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Nike Men Special Edition 3 Star Polo Black Tshirts,images\15348.jpg,True
12951,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Basics Men Blue Slim Fit Checked Shirt,images\12951.jpg,True
6048,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,UCB Men Ben Logo Black Shirt,images\6048.jpg,True
13883,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Check Purple Shirts,images\13883.jpg,True
19585,Women,Apparel,Topwear,Tops,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Solid Blue Top,images\19585.jpg,True
9000,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Puma Men Archive Boot WTR Brown Casual Shoes,images\9000.jpg,True
48327,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Pitaraa Women Green Sling Bag,images\48327.jpg,True
27870,Women,Apparel,Topwear,Shirts,White,Fall,2012.0,Smart Casual,Scullers For Her Women White Striped Shirt,images\27870.jpg,True
8314,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Locomotive Men Check Lafayette Blue Shirts,images\8314.jpg,True
47995,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Helix Men Black Watch,images\47995.jpg,True
39344,Men,Apparel,Topwear,Tshirts,Green,Fall,2012.0,Casual,Mr. Men Green T-shirt,images\39344.jpg,True
1897,Men,Apparel,Topwear,Tshirts,Blue,Winter,2010.0,Sports,FIFA Men Germany Blue Jersey,images\1897.jpg,True
52649,Women,Accessories,Bags,Handbags,Orange,Summer,2012.0,Casual,Mod'acc Women Orange Handbag,images\52649.jpg,True
36902,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fossil Men Silver-Toned Dial Chronograph Watch FS4643,images\36902.jpg,True
25529,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Men Griffith White Shirt,images\25529.jpg,True
39176,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Aneri Women Purple Kurta,images\39176.jpg,True
40982,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Core White T-shirt,images\40982.jpg,True
16539,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Basics Men White Slim Fit Striped Shirt,images\16539.jpg,True
13877,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Scullers Men Solid Maroon Shirts,images\13877.jpg,True
19571,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Men Printed Black TShirt,images\19571.jpg,True
12199,Men,Apparel,Topwear,Tshirts,Blue,Summer,2015.0,Casual,Basics Men Blue Polo T-shirt,images\12199.jpg,True
7952,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Puma Men's Knit Polo Black  Polo T-shirt,images\7952.jpg,True
11378,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,United Colors of Benetton Men Summer White Shirts,images\11378.jpg,True
41408,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Wrangler Women Red Stay Gold Tee Top,images\41408.jpg,True
33028,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Mother Earth Women Printed Blue Kurta,images\33028.jpg,True
37488,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Esprit Women Silver Dial Watch,images\37488.jpg,True
2844,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Mr.Men Men's Mr.Busy Navy T-shirt,images\2844.jpg,True
50748,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Chief Men Brown Shoes,images\50748.jpg,True
28652,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Tiempo Natural IV Black Sports Shoes,images\28652.jpg,True
22368,Men,Apparel,Topwear,Tshirts,Peach,Fall,2011.0,Casual,Ed Hardy Men Diving Dragon Peach T-Shirt,images\22368.jpg,True
2078,Women,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,ADIDAS Women Fitted Black T-shirt,images\2078.jpg,True
49665,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass,images\49665.jpg,True
16961,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Image Men Sunglasses,images\16961.jpg,True
19115,Men,Apparel,Topwear,Tshirts,White,Summer,2016.0,Casual,Campbell Men Pack of 3 Solid Tshirts,images\19115.jpg,True
43951,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Catwalk Women Bronze Heels,images\43951.jpg,True
42883,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,French Connection Women Black Sling Bag,images\42883.jpg,True
27428,Women,Apparel,Topwear,Tshirts,Black,Fall,2015.0,Casual,Jockey Women Black V-neck T-Shirt,images\27428.jpg,True
3398,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Handbag,images\3398.jpg,True
10098,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Men Analogue Plastic White Watch,images\10098.jpg,True
5853,Women,Accessories,Bags,Handbags,Blue,Summer,2011.0,Casual,ADIDAS Women Blue Handbag,images\5853.jpg,True
11976,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Fila Men Paramount Plus Black Shoes,images\11976.jpg,True
36768,Men,Accessories,Watches,Watches,Gold,Winter,2016.0,Formal,Maxima Men Gold Dial Watch,images\36768.jpg,True
44348,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,Indian Terrain Men Brown Check Shirt,images\44348.jpg,True
14438,Women,Footwear,Shoes,Heels,Yellow,Summer,2012.0,Casual,Enroute Women Casual Yellow Heels,images\14438.jpg,True
47350,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Baggit Women Green Bag,images\47350.jpg,True
17420,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Enticer Men Black Dial Analogue Watch A479,images\17420.jpg,True
3505,Women,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,ADIDAS Women Adi Light White Fresh Shoe,images\3505.jpg,True
26367,Women,Apparel,Topwear,Shirts,Lavender,Summer,2012.0,,Arrow Woman Lavender Shirt,images\26367.jpg,True
13080,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Numero Uno Men Black Casual Shoes,images\13080.jpg,True
33487,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Doodle Kids Boy Check Red Shirt,images\33487.jpg,True
40175,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Fastrack Men Revo Coated Sporty Wrap Sunglasses,images\40175.jpg,True
10605,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,Esprit Women Houston Funny Pink Watches,images\10605.jpg,True
32555,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013.0,Casual,Playboy Men White Shoes,images\32555.jpg,True
53562,Unisex,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Q&Q Unisex Blue Dial Watch,images\53562.jpg,True
40949,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Around the World White T-shirt,images\40949.jpg,True
4720,Girls,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Disney Kids Girl's Fun In The Fair Yellow Teen Kidswear,images\4720.jpg,True
21142,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,s.Oliver Women Grey Top,images\21142.jpg,True
39981,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013.0,Casual,Gas Men Jack Grey Shoes,images\39981.jpg,True
15377,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Fila Men Lobato Navy Blue Casual Shoes,images\15377.jpg,True
10437,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Flying Machine Men HS Green Shirts,images\10437.jpg,True
24602,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,BIba Women Blue Printed Kurta,images\24602.jpg,True
32767,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Miller Men Striped White Shirt,images\32767.jpg,True
37215,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Casual,United Colors of Benetton Men Grey Shirt,images\37215.jpg,True
14097,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Men Blue Polo Tshirts,images\14097.jpg,True
52682,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Morellato Men Silver Dial Watch,images\52682.jpg,True
15145,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Arrow Sport Men Printed Navy Blue Shirts,images\15145.jpg,True
4512,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Lotto Women Osaka Grey Violet Shoe,images\4512.jpg,True
26969,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Jealous 21 Women Printed White & Blue Top,images\26969.jpg,True
17612,Girls,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Doodle Cute Girls  Grey Tshirt,images\17612.jpg,True
6245,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,UCB Men's Contrast Logo Grey T-shirt,images\6245.jpg,True
19788,Men,Apparel,Topwear,Tshirts,Green,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Green Tshirt,images\19788.jpg,True
12360,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Reid & Taylor Men Solid Black Shirts,images\12360.jpg,True
29921,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Chronograph Watch PL12777JS-02M,images\29921.jpg,True
27087,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Aneri Women Egyptian Black Kurta,images\27087.jpg,True
54575,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Sushilas Women Printed Maroon Kurta,images\54575.jpg,True
32303,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Q&Q Men Black Dial Watch,images\32303.jpg,True
5898,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Puma Men Tekkies Jam Blue Shoe,images\5898.jpg,True
10053,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Gini And Jony Vini Romper Pink T-Shirts,images\10053.jpg,True
24266,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Quiksilver Men Red T-shirt,images\24266.jpg,True
38639,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men Blue Cricket Blue Polo Tshirt,images\38639.jpg,True
45251,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Casio Youth Series Men Digital Watch W-734-1AVDF(D090),images\45251.jpg,True
17276,Men,Apparel,Topwear,Tshirts,Mustard,Fall,2011.0,Casual,U.S. Polo Assn. Men Printed Mustard Tshirt,images\17276.jpg,True
6621,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,ADIDAS Men's Boris Black Shoe,images\6621.jpg,True
51463,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Tonga Women Black Top,images\51463.jpg,True
22191,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Light Brown Casual Shoes,images\22191.jpg,True
9669,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Checks Blue Shirts,images\9669.jpg,True
54111,Women,Footwear,Shoes,Heels,Copper,Winter,2012.0,Casual,Rocia Women Copper Flats,images\54111.jpg,True
12704,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Nike Men Air Relentness Grey Sports Shoes,images\12704.jpg,True
26531,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2013.0,Casual,Gas Men Arunta Olive Casual Shoes,images\26531.jpg,True
31586,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Mark Taylor Men Printed Yellow T-shirt,images\31586.jpg,True
3353,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Myntra Men's I am a nice guy Navy Blue T-shirt,images\3353.jpg,True
47734,Women,Accessories,Bags,Handbags,Grey,Fall,2012.0,Casual,Murcia Women Grey Handbag,images\47734.jpg,True
6413,Unisex,Footwear,Shoes,Casual Shoes,Pink,Summer,2011.0,Casual,Lotto Unisex Canvas Pink Shoe,images\6413.jpg,True
28699,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,W Women Printed  Light Pink Kurta,images\28699.jpg,True
23271,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Ssteele Men White Watch,images\23271.jpg,True
50783,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Clarks Women Black Onslow Beat Leather Wedges,images\50783.jpg,True
51651,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Fossil Men Grey Dial Chronograph Watch FS4584,images\51651.jpg,True
30666,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Park Avenue Men Black Sunglasses,images\30666.jpg,True
3161,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Air Citius MSL White Grey Shoe,images\3161.jpg,True
8589,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Scul Blue Shirts,images\8589.jpg,True
26703,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men White Court Shuttle Shoes,images\26703.jpg,True
25186,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherette Brown Handbag,images\25186.jpg,True
1636,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Nike Men Air Zoom Century Shoes,images\1636.jpg,True
40511,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Titan Men White Dial Watch,images\40511.jpg,True
24054,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Locomotive Men Printed Blue T-shirt,images\24054.jpg,True
4344,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Fila Men's Abascuss White Blue Shoe,images\4344.jpg,True
21526,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Kiara Women Glossy Red Handbag,images\21526.jpg,True
15713,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Air Relentless Black Sports Shoes,images\15713.jpg,True
41605,Men,Apparel,Topwear,Shirts,Grey,Fall,2012.0,Casual,Basics Men Grey Shirt,images\41605.jpg,True
11949,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Ganuchi Men Casual Brown Casual Shoes,images\11949.jpg,True
36757,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Women Black Watch,images\36757.jpg,True
5050,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Passion Black red Canvas Shoe,images\5050.jpg,True
58728,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Puma Women Pink T-shirt,images\58728.jpg,True
17282,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Printed Black Tshirt,images\17282.jpg,True
34000,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Femella Women Black Top,images\34000.jpg,True
46420,Men,Accessories,Watches,Watches,Cream,Winter,2016.0,Casual,Timex Men Cream Dial Chronograph Watch,images\46420.jpg,True
16350,Men,Apparel,Topwear,Shirts,Cream,Fall,2011.0,Formal,Peter England Men Stripes Cream Shirt,images\16350.jpg,True
22165,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Timberland Men Brown Casual Shoes,images\22165.jpg,True
43152,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Watch,images\43152.jpg,True
2275,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Nike Mens Challenger Graphic White T-shirt,images\2275.jpg,True
49468,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Vans Men Red Old Skool Shoes,images\49468.jpg,True
22959,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Reebok Men White Fusion Sports Shoes,images\22959.jpg,True
34232,Men,Apparel,Topwear,Tshirts,Grey,Summer,2013.0,Casual,Proline Men Grey T-shirt,images\34232.jpg,True
23285,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Watch,images\23285.jpg,True
22357,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,John Players Men Solid Black Shirt,images\22357.jpg,True
7535,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Nike Men's Blue Polo T-shirt,images\7535.jpg,True
46612,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Catwalk Women Brown Wedges,images\46612.jpg,True
13410,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Solid Blue Shirts,images\13410.jpg,True
43360,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Reebok Men White Ultimate Vibe Sports Shoes,images\43360.jpg,True
2047,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2010.0,Sports,ADIDAS Men's Navy Blue T-shirt,images\2047.jpg,True
30692,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Heels,images\30692.jpg,True
25172,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherite Brown Handbag,images\25172.jpg,True
41437,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,Lee Cooper Men White Sports Shoes,images\41437.jpg,True
33017,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Mother Earth Women Striped Green Kurta,images\33017.jpg,True
10295,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016.0,Casual,Clarks Men Brown Leather Casual Shoes,images\10295.jpg,True
44979,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Maxima Attivo Men Steel-Toned Dial Watch 15933LMGB,images\44979.jpg,True
22733,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Nike Men Dunk High Grey Casual Shoes,images\22733.jpg,True
7151,Women,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers For Her Women Rivited Check Black Shirts,images\7151.jpg,True
46276,Women,Apparel,Topwear,Tops,Cream,Summer,2012.0,Casual,109F Women Cream Printed Top,images\46276.jpg,True
13848,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Solid Blue Polo Tshirts,images\13848.jpg,True
6083,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Women's Halftone Print Pink T-shirt,images\6083.jpg,True
28209,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Ray-Ban Men High Street Black Sunglasses,images\28209.jpg,True
31324,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Aurelia Women Printed Blue Kurta,images\31324.jpg,True
13074,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Numero Uno Men Brown Casual Shoes,images\13074.jpg,True
58942,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Tommy Hilfiger Women Silver-Toned Dial  Watch TH1780453-D,images\58942.jpg,True
20858,Women,Accessories,Eyewear,Sunglasses,Olive,Winter,2016.0,Casual,United Colors of Benetton Women Casual Olive Sunglasses,images\20858.jpg,True
40181,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Fastrack Men Revo Coated Sporty Wrap Sunglasses,images\40181.jpg,True
25516,Boys,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Doodle Kids Boys Airfeild Red T-Shirt,images\25516.jpg,True
39149,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Aneri Women Red Kurtas,images\39149.jpg,True
39975,Men,Footwear,Shoes,Casual Shoes,Olive,Winter,2014.0,Casual,Gas Men Olive Swansea Shoes,images\39975.jpg,True
57304,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Rocia Women Brown Wedges,images\57304.jpg,True
5434,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Men's Kill Man Red T-shirt,images\5434.jpg,True
14063,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Men Solid Blue Polo Tshirts,images\14063.jpg,True
20256,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Wrangler Men Wing Green T-shirt,images\20256.jpg,True
22501,Women,Footwear,Shoes,Casual Shoes,Beige,Winter,2015.0,Casual,Catwalk Women Beige Casual Shoes,images\22501.jpg,True
43536,Women,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,French Connection Women Peach Top,images\43536.jpg,True
28807,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,Denizen Men Check Brown Shirt,images\28807.jpg,True
2611,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Carlton London Women Stylish Gold Flats,images\2611.jpg,True
54581,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Sushilas Women Printed Green Kurta,images\54581.jpg,True
3763,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Status Quo Men's London Icon Grey T-shirt,images\3763.jpg,True
26101,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,John Miller Men Striped White Shirt,images\26101.jpg,True
54521,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,F Sports Men White Voyager Sports Shoes,images\54521.jpg,True
9259,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt,images\9259.jpg,True
30064,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Ed Hardy Men Grey Dial Watch,images\30064.jpg,True
16794,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Highlander Men Stripes Navy Blue Shirt,images\16794.jpg,True
49890,Girls,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Q&Q Kids Girls Blue Analog Watch,images\49890.jpg,True
47136,Women,Accessories,Bags,Handbags,Blue,Summer,2015.0,Casual,Be For Bag Women Blue Tote Bag,images\47136.jpg,True
6211,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,UCB Women's Print Boat Blue Top,images\6211.jpg,True
30858,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Fabindia Women Striped Black Kurta,images\30858.jpg,True
37241,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,United Colors of Benetton Men Black Shoes,images\37241.jpg,True
5494,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Mr.Men Men's Charcoal Polo T-shirt,images\5494.jpg,True
4546,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Air Max Black Shoe,images\4546.jpg,True
21324,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Louis Philippe Men Aviator Sunglasses LP201-C1,images\21324.jpg,True
38209,Women,Accessories,Eyewear,Sunglasses,Silver,Winter,2016.0,Casual,Polaroid Women Sunglasses,images\38209.jpg,True
10463,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Flying Machine Men Grey Polo Tshirts,images\10463.jpg,True
37073,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Lino Perros Women Purple Handbag,images\37073.jpg,True
21116,Women,Apparel,Topwear,Tops,Lavender,Fall,2011.0,Casual,s.Oliver Women Faded Lilac Top,images\21116.jpg,True
56878,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,HM Women Silver Heels,images\56878.jpg,True
32501,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Scullers Men Black Shirt,images\32501.jpg,True
11783,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Lee Men Printed Grey Tshirts,images\11783.jpg,True
26333,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Watch NY4934,images\26333.jpg,True
3551,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015.0,Casual,Skechers Men's Charcoal Lifestyle Shoe,images\3551.jpg,True
42676,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Alma Women Black Kurta,images\42676.jpg,True
2483,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Puma Women Spagetti Dahlia Purple Top,images\2483.jpg,True
9857,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Status Quo Men Green Polo Tshirts,images\9857.jpg,True
6023,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,UCB Men's Johny Collar With Two Tone Green T-shirt,images\6023.jpg,True
15747,Men,Footwear,Shoes,Sports Shoes,White,Spring,2013.0,Sports,Nike Men Ballista SL White Sports Shoes,images\15747.jpg,True
32959,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Angry Birds Men Purple T-shirt,images\32959.jpg,True
